DX,Description,CMS-HCC PACE/ESRD Model Category V21,CMSHCC,"RxHCC 
Model Category V05 ","CMS-HCC 
PACE/ESRD Model 
for 2017 
Payment Year","CMS-HCC Model 
for 2017 
Payment Year","RxHCC Model 
for 2017 
Payment Year"
T43632S,"Poisoning by methylphenidate, intentional self-harm, sequela",58,58,,Yes,Yes,No
T43692A,"Poisoning by other psychostimulants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T43692S,"Poisoning by other psychostimulants, intentional self-harm, sequela",58,58,,Yes,Yes,No
T438X2A,"Poisoning by other psychotropic drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T438X2S,"Poisoning by other psychotropic drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T4392XA,"Poisoning by unspecified psychotropic drug, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T4392XS,"Poisoning by unspecified psychotropic drug, intentional self-harm, sequela",58,58,,Yes,Yes,No
T440X2A,"Poisoning by anticholinesterase agents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T440X2S,"Poisoning by anticholinesterase agents, intentional self-harm, sequela",58,58,,Yes,Yes,No
T441X2A,"Poisoning by other parasympathomimetics [cholinergics], intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T441X2S,"Poisoning by other parasympathomimetics [cholinergics], intentional self-harm, sequela",58,58,,Yes,Yes,No
T442X2A,"Poisoning by ganglionic blocking drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T442X2S,"Poisoning by ganglionic blocking drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T443X2A,"Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T443X2S,"Poisoning by other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, intentional self-harm, sequela",58,58,,Yes,Yes,No
T444X2A,"Poisoning by predominantly alpha-adrenoreceptor agonists, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T444X2S,"Poisoning by predominantly alpha-adrenoreceptor agonists, intentional self-harm, sequela",58,58,,Yes,Yes,No
T445X2A,"Poisoning by predominantly beta-adrenoreceptor agonists, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T445X2S,"Poisoning by predominantly beta-adrenoreceptor agonists, intentional self-harm, sequela",58,58,,Yes,Yes,No
T446X2A,"Poisoning by alpha-adrenoreceptor antagonists, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T446X2S,"Poisoning by alpha-adrenoreceptor antagonists, intentional self-harm, sequela",58,58,,Yes,Yes,No
T447X2A,"Poisoning by beta-adrenoreceptor antagonists, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T447X2S,"Poisoning by beta-adrenoreceptor antagonists, intentional self-harm, sequela",58,58,,Yes,Yes,No
T448X2A,"Poisoning by centrally-acting and adrenergic-neuron-blocking agents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T448X2S,"Poisoning by centrally-acting and adrenergic-neuron-blocking agents, intentional self-harm, sequela",58,58,,Yes,Yes,No
T44902A,"Poisoning by unspecified drugs primarily affecting the autonomic nervous system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T44902S,"Poisoning by unspecified drugs primarily affecting the autonomic nervous system, intentional self-harm, sequela",58,58,,Yes,Yes,No
T44992A,"Poisoning by other drug primarily affecting the autonomic nervous system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T44992S,"Poisoning by other drug primarily affecting the autonomic nervous system, intentional self-harm, sequela",58,58,,Yes,Yes,No
T450X2A,"Poisoning by antiallergic and antiemetic drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T450X2S,"Poisoning by antiallergic and antiemetic drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T451X2A,"Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T451X2S,"Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T452X2A,"Poisoning by vitamins, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T452X2S,"Poisoning by vitamins, intentional self-harm, sequela",58,58,,Yes,Yes,No
T453X2A,"Poisoning by enzymes, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T453X2S,"Poisoning by enzymes, intentional self-harm, sequela",58,58,,Yes,Yes,No
T454X2A,"Poisoning by iron and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T454X2S,"Poisoning by iron and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No
T45512A,"Poisoning by anticoagulants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T45512S,"Poisoning by anticoagulants, intentional self-harm, sequela",58,58,,Yes,Yes,No
T45522A,"Poisoning by antithrombotic drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T45522S,"Poisoning by antithrombotic drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T45602A,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T45602S,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T45612A,"Poisoning by thrombolytic drug, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T45612S,"Poisoning by thrombolytic drug, intentional self-harm, sequela",58,58,,Yes,Yes,No
T45622A,"Poisoning by hemostatic drug, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T45622S,"Poisoning by hemostatic drug, intentional self-harm, sequela",58,58,,Yes,Yes,No
T45692A,"Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T45692S,"Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T457X2A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T457X2S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, sequela",58,58,,Yes,Yes,No
T458X2A,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T458X2S,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, sequela",58,58,,Yes,Yes,No
T4592XA,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T4592XS,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, sequela",58,58,,Yes,Yes,No
T460X2A,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T460X2S,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, intentional self-harm, sequela",58,58,,Yes,Yes,No
T461X2A,"Poisoning by calcium-channel blockers, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T461X2S,"Poisoning by calcium-channel blockers, intentional self-harm, sequela",58,58,,Yes,Yes,No
T462X2A,"Poisoning by other antidysrhythmic drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T462X2S,"Poisoning by other antidysrhythmic drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T463X2A,"Poisoning by coronary vasodilators, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T463X2S,"Poisoning by coronary vasodilators, intentional self-harm, sequela",58,58,,Yes,Yes,No
T464X2A,"Poisoning by angiotensin-converting-enzyme inhibitors, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T464X2S,"Poisoning by angiotensin-converting-enzyme inhibitors, intentional self-harm, sequela",58,58,,Yes,Yes,No
T465X2A,"Poisoning by other antihypertensive drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T465X2S,"Poisoning by other antihypertensive drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T466X2A,"Poisoning by antihyperlipidemic and antiarteriosclerotic drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T466X2S,"Poisoning by antihyperlipidemic and antiarteriosclerotic drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T467X2A,"Poisoning by peripheral vasodilators, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T467X2S,"Poisoning by peripheral vasodilators, intentional self-harm, sequela",58,58,,Yes,Yes,No
T468X2A,"Poisoning by antivaricose drugs, including sclerosing agents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T468X2S,"Poisoning by antivaricose drugs, including sclerosing agents, intentional self-harm, sequela",58,58,,Yes,Yes,No
T46902A,"Poisoning by unspecified agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T46902S,"Poisoning by unspecified agents primarily affecting the cardiovascular system, intentional self-harm, sequela",58,58,,Yes,Yes,No
T46992A,"Poisoning by other agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T46992S,"Poisoning by other agents primarily affecting the cardiovascular system, intentional self-harm, sequela",58,58,,Yes,Yes,No
T470X2A,"Poisoning by histamine H2-receptor blockers, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T470X2S,"Poisoning by histamine H2-receptor blockers, intentional self-harm, sequela",58,58,,Yes,Yes,No
T471X2A,"Poisoning by other antacids and anti-gastric-secretion drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T471X2S,"Poisoning by other antacids and anti-gastric-secretion drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T472X2A,"Poisoning by stimulant laxatives, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T472X2S,"Poisoning by stimulant laxatives, intentional self-harm, sequela",58,58,,Yes,Yes,No
T473X2A,"Poisoning by saline and osmotic laxatives, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T473X2S,"Poisoning by saline and osmotic laxatives, intentional self-harm, sequela",58,58,,Yes,Yes,No
T474X2A,"Poisoning by other laxatives, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T474X2S,"Poisoning by other laxatives, intentional self-harm, sequela",58,58,,Yes,Yes,No
T475X2A,"Poisoning by digestants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T475X2S,"Poisoning by digestants, intentional self-harm, sequela",58,58,,Yes,Yes,No
T476X2A,"Poisoning by antidiarrheal drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T476X2S,"Poisoning by antidiarrheal drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T477X2A,"Poisoning by emetics, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T477X2S,"Poisoning by emetics, intentional self-harm, sequela",58,58,,Yes,Yes,No
T478X2A,"Poisoning by other agents primarily affecting gastrointestinal system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T478X2S,"Poisoning by other agents primarily affecting gastrointestinal system, intentional self-harm, sequela",58,58,,Yes,Yes,No
T4792XA,"Poisoning by unspecified agents primarily affecting the gastrointestinal system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T4792XS,"Poisoning by unspecified agents primarily affecting the gastrointestinal system, intentional self-harm, sequela",58,58,,Yes,Yes,No
T480X2A,"Poisoning by oxytocic drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T480X2S,"Poisoning by oxytocic drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T481X2A,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T481X2S,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, sequela",58,58,,Yes,Yes,No
T48202A,"Poisoning by unspecified drugs acting on muscles, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T48202S,"Poisoning by unspecified drugs acting on muscles, intentional self-harm, sequela",58,58,,Yes,Yes,No
T48292A,"Poisoning by other drugs acting on muscles, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T48292S,"Poisoning by other drugs acting on muscles, intentional self-harm, sequela",58,58,,Yes,Yes,No
T483X2A,"Poisoning by antitussives, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T483X2S,"Poisoning by antitussives, intentional self-harm, sequela",58,58,,Yes,Yes,No
T484X2A,"Poisoning by expectorants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T484X2S,"Poisoning by expectorants, intentional self-harm, sequela",58,58,,Yes,Yes,No
T485X2A,"Poisoning by other anti-common-cold drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T485X2S,"Poisoning by other anti-common-cold drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T486X2A,"Poisoning by antiasthmatics, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T486X2S,"Poisoning by antiasthmatics, intentional self-harm, sequela",58,58,,Yes,Yes,No
T48902A,"Poisoning by unspecified agents primarily acting on the respiratory system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T48902S,"Poisoning by unspecified agents primarily acting on the respiratory system, intentional self-harm, sequela",58,58,,Yes,Yes,No
T48992A,"Poisoning by other agents primarily acting on the respiratory system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T48992S,"Poisoning by other agents primarily acting on the respiratory system, intentional self-harm, sequela",58,58,,Yes,Yes,No
T490X2A,"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T490X2S,"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No
T491X2A,"Poisoning by antipruritics, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T491X2S,"Poisoning by antipruritics, intentional self-harm, sequela",58,58,,Yes,Yes,No
T492X2A,"Poisoning by local astringents and local detergents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T492X2S,"Poisoning by local astringents and local detergents, intentional self-harm, sequela",58,58,,Yes,Yes,No
T493X2A,"Poisoning by emollients, demulcents and protectants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T493X2S,"Poisoning by emollients, demulcents and protectants, intentional self-harm, sequela",58,58,,Yes,Yes,No
T494X2A,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T494X2S,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, sequela",58,58,,Yes,Yes,No
T495X2A,"Poisoning by ophthalmological drugs and preparations, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T495X2S,"Poisoning by ophthalmological drugs and preparations, intentional self-harm, sequela",58,58,,Yes,Yes,No
T496X2A,"Poisoning by otorhinolaryngological drugs and preparations, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T496X2S,"Poisoning by otorhinolaryngological drugs and preparations, intentional self-harm, sequela",58,58,,Yes,Yes,No
T497X2A,"Poisoning by dental drugs, topically applied, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T497X2S,"Poisoning by dental drugs, topically applied, intentional self-harm, sequela",58,58,,Yes,Yes,No
T498X2A,"Poisoning by other topical agents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
T498X2S,"Poisoning by other topical agents, intentional self-harm, sequela",58,58,,Yes,Yes,No
T4992XA,"Poisoning by unspecified topical agent, intentional self-harm, initial encounter",58,58,,Yes,Yes,No
